filename,width,height,class,xmin,ymin,xmax,ymax
IMG_3199.JPG,816,612,wrappers,107,234,344,324
IMG_3199.JPG,816,612,wrappers,209,53,440,214
IMG_3199.JPG,816,612,wrappers,260,85,455,246
IMG_3199.JPG,816,612,tea bag,575,290,713,477
IMG_3579.JPG,816,612,can,0,2,507,395
IMG_3579.JPG,816,612,can,428,205,802,597
IMG_3579.JPG,816,612,can,227,234,665,611
IMG_3579.JPG,816,612,compost_cup,235,253,621,608
IMG_4195.JPG,816,612,compost_cup,27,171,440,610
IMG_4195.JPG,816,612,compost_cup,478,149,816,446
IMG_4195.JPG,816,612,paper bowls,557,141,778,333
IMG_4195.JPG,816,612,plate,1,269,277,538
IMG_4195.JPG,816,612,napkins,496,125,602,231
IMG_3145.JPG,816,612,compost_cup,286,235,580,464
IMG_3145.JPG,816,612,ms salad bowl,130,80,486,313
IMG_3145.JPG,816,612,ms coffee cup,225,122,393,361
IMG_3145.JPG,816,612,wrappers,210,278,364,405
IMG_4039.JPG,816,612,utensils,107,4,303,483
IMG_4039.JPG,816,612,utensils,1,158,191,248
IMG_4039.JPG,816,612,utensils,1,167,121,250
IMG_4039.JPG,816,612,can,1,336,209,508
IMG_4039.JPG,816,612,paper bowls,4,453,247,611
IMG_4039.JPG,816,612,milk_carton,163,395,526,612
IMG_4184.JPG,816,612,ms coffee cup,66,96,555,612
IMG_3158.JPG,816,612,ms coffee cup,123,52,540,361
IMG_3158.JPG,816,612,can,225,336,614,588
IMG_3158.JPG,816,612,can,57,462,377,612
IMG_3158.JPG,816,612,ms coffee cup,2,213,305,492
IMG_3158.JPG,816,612,can,576,2,816,274
IMG_3212.JPG,816,612,ms coffee cup,59,1,462,387
IMG_3212.JPG,816,612,utensils,365,338,669,612
IMG_3212.JPG,816,612,napkins,362,1,816,423
IMG_3212.JPG,816,612,plate,638,63,816,213
IMG_3212.JPG,816,612,ms coffee cup top,57,1,406,110
IMG_3193.JPG,816,612,plastic container,0,132,179,319
IMG_3384.JPG,816,612,ms coffee cup,108,1,486,209
IMG_3384.JPG,816,612,napkins,1,98,325,498
IMG_3384.JPG,816,612,napkins,1,1,183,350
IMG_3384.JPG,816,612,utensils,355,241,742,522
IMG_3384.JPG,816,612,napkins,253,9,571,391
IMG_3384.JPG,816,612,bowl,126,377,350,606
IMG_3817.JPG,816,612,ms coffee cup,1,148,79,573
IMG_3817.JPG,816,612,napkins,1,1,494,560
IMG_3817.JPG,816,612,wrappers,513,60,742,241
IMG_3817.JPG,816,612,ms coffee cup,71,385,334,612
IMG_3368.JPG,816,612,ms coffee cup,1,1,226,607
IMG_3368.JPG,816,612,napkins,128,1,816,593
IMG_3733.JPG,816,612,compost_cup,500,55,716,296
IMG_3733.JPG,816,612,can,549,1,708,113
IMG_4199.JPG,816,612,compost_cup,628,398,816,612
IMG_4199.JPG,816,612,milk cover,405,289,632,612
IMG_4199.JPG,816,612,utensils,379,535,456,612
IMG_4199.JPG,816,612,can,145,302,402,593
IMG_4199.JPG,816,612,plastic container,1,451,112,602
IMG_3742.JPG,816,612,compost_cup,311,70,606,274
IMG_3742.JPG,816,612,milk cover,554,8,724,238
IMG_3742.JPG,816,612,compost_cup,492,319,709,610
IMG_3742.JPG,816,612,straws,552,379,624,610
IMG_3742.JPG,816,612,compost_cup,674,310,816,575
IMG_3742.JPG,816,612,ms chip bag,413,115,807,479
IMG_4061.JPG,816,612,ms salad bowl,156,112,605,510
IMG_4061.JPG,816,612,ms coffee cup,1,521,244,611
IMG_3581.JPG,816,612,can,578,120,814,572
IMG_3581.JPG,816,612,can,287,273,582,609
IMG_3581.JPG,816,612,can,94,284,364,551
IMG_3581.JPG,816,612,milk_carton,387,109,584,313
IMG_3581.JPG,816,612,can,2,504,317,612
IMG_3196.JPG,816,612,tea bag,82,201,816,541
IMG_3196.JPG,816,612,napkins,417,37,816,601
IMG_3196.JPG,816,612,wrappers,134,27,551,190
IMG_3196.JPG,816,612,wrappers,203,92,512,319
IMG_3813.JPG,816,612,compost_cup,289,50,675,408
IMG_3813.JPG,816,612,can,508,213,751,429
IMG_3813.JPG,816,612,can,211,253,549,455
IMG_4202.JPG,816,612,ms coffee cup,361,96,582,358
IMG_4202.JPG,816,612,ms coffee cup top,361,96,529,215
IMG_4202.JPG,816,612,utensils,375,222,613,490
IMG_4202.JPG,816,612,napkins,411,1,768,319
IMG_4202.JPG,816,612,ms salad bowl,225,500,487,612
IMG_4202.JPG,816,612,ms togo container,1,450,265,610
IMG_4202.JPG,816,612,utensils,8,374,109,472
IMG_4202.JPG,816,612,bowl,1,69,201,395
IMG_4002.JPG,816,612,milk_carton,238,290,503,606
IMG_4002.JPG,816,612,milk cover,8,31,183,190
IMG_4002.JPG,816,612,can,37,158,230,408
IMG_4002.JPG,816,612,can,211,315,301,442
IMG_3672.JPG,816,612,can,81,299,675,610
IMG_3672.JPG,816,612,can,64,102,543,360
IMG_3399.JPG,816,612,compost_cup,224,2,759,523
IMG_3399.JPG,816,612,straws,570,324,816,586
IMG_3399.JPG,816,612,ms coffee cup,1,397,486,612
IMG_3399.JPG,816,612,napkins,0,1,204,404
IMG_3399.JPG,816,612,napkins,202,0,701,405
IMG_3578.JPG,816,612,ms coffee cup,348,108,814,525
IMG_3578.JPG,816,612,ms coffee cup top,596,107,816,442
IMG_3578.JPG,816,612,ms coffee cup,88,2,546,361
IMG_3578.JPG,816,612,ms coffee cup top,229,0,539,225
IMG_3151.JPG,816,612,can,248,165,550,343
IMG_3151.JPG,816,612,can,495,224,697,470
IMG_3151.JPG,816,612,can,70,306,338,492
IMG_3151.JPG,816,612,utensils,166,184,275,539
IMG_3151.JPG,816,612,can,199,363,403,533
IMG_3151.JPG,816,612,can,357,299,529,512
IMG_3151.JPG,816,612,can,450,416,647,530
IMG_3151.JPG,816,612,can,137,479,446,606
IMG_3164.JPG,816,612,can,397,262,609,432
IMG_3164.JPG,816,612,can,464,82,610,253
IMG_3164.JPG,816,612,napkins,571,11,816,284
IMG_3164.JPG,816,612,napkins,560,411,716,476
IMG_3953.JPG,816,612,can,31,1,330,505
IMG_3430.JPG,816,612,wrappers,163,131,531,486
IMG_3430.JPG,816,612,wrappers,1,91,111,469
IMG_3430.JPG,816,612,compost_cup,97,1,335,205
IMG_3430.JPG,816,612,wrappers,315,1,426,113
IMG_3430.JPG,816,612,napkins,1,19,145,146
IMG_3430.JPG,816,612,wrappers,423,32,650,156
IMG_3430.JPG,816,612,wrappers,420,70,603,255
IMG_3161.JPG,816,612,napkins,22,126,465,481
IMG_3161.JPG,816,612,napkins,361,170,741,612
IMG_3161.JPG,816,612,napkins,305,16,816,368
IMG_3161.JPG,816,612,napkins,0,328,276,595
IMG_3116.JPG,816,612,plate,98,1,627,322
IMG_3116.JPG,816,612,utensils,446,231,668,340
IMG_3467.JPG,816,612,wrappers,597,334,816,610
IMG_3467.JPG,816,612,napkins,458,450,687,591
IMG_3467.JPG,816,612,napkins,210,121,639,514
IMG_3467.JPG,816,612,wrappers,432,166,566,308
IMG_3467.JPG,816,612,wrappers,168,290,335,418
IMG_3467.JPG,816,612,wrappers,2,117,292,612
IMG_3467.JPG,816,612,wrappers,288,529,635,612
IMG_3120.JPG,816,612,can,241,79,459,353
IMG_3120.JPG,816,612,milk_carton,392,125,530,362
IMG_3120.JPG,816,612,wrappers,538,109,710,381
IMG_3120.JPG,816,612,can,158,251,391,423
IMG_3120.JPG,816,612,can,305,327,577,591
IMG_3120.JPG,816,612,can,442,318,699,527
IMG_3708.JPG,816,612,can,136,98,353,473
IMG_3708.JPG,816,612,can,1,352,170,568
IMG_3708.JPG,816,612,compost_cup,122,398,488,612
IMG_3708.JPG,816,612,can,490,530,736,609
IMG_3708.JPG,816,612,can,543,342,659,542
IMG_3708.JPG,816,612,straws,289,281,658,612
IMG_3446.JPG,816,612,milk_carton,110,33,495,395
IMG_3446.JPG,816,612,ms coffee cup,419,191,641,518
IMG_3446.JPG,816,612,compost_cup,195,250,427,408
IMG_3446.JPG,816,612,compost_cup,589,246,783,555
IMG_3446.JPG,816,612,compost_cup,425,1,678,88
IMG_3446.JPG,816,612,ms togo container,646,1,815,391
IMG_3446.JPG,816,612,ms coffee cup,714,276,814,609
IMG_3446.JPG,816,612,bowl,1,1,366,217
IMG_3688.JPG,816,612,ms togo container,73,170,559,610
IMG_3688.JPG,816,612,paper bowls,534,456,815,610
IMG_3688.JPG,816,612,compost_cup,613,345,816,483
IMG_3688.JPG,816,612,ms salad bowl,508,26,716,329
IMG_3688.JPG,816,612,utensils,675,203,769,259
IMG_3688.JPG,816,612,utensils,350,84,489,174
IMG_3688.JPG,816,612,chop sticks,25,123,226,203
IMG_4072.JPG,816,612,napkins,318,408,549,603
IMG_4072.JPG,816,612,paper bowls,459,275,614,429
IMG_4072.JPG,816,612,paper bowls,43,229,324,464
IMG_4072.JPG,816,612,compost_cup,1,40,257,288
IMG_3681.JPG,816,612,napkins,1,1,322,307
IMG_3681.JPG,816,612,napkins,1,164,501,536
IMG_3681.JPG,816,612,napkins,593,63,815,343
IMG_3681.JPG,816,612,ms coffee cup top,506,1,733,139
IMG_3681.JPG,816,612,plastic container,374,249,682,456
IMG_3681.JPG,816,612,utensils,455,443,502,520
IMG_3948.JPG,816,612,can,1,143,200,451
IMG_3993.JPG,816,612,milk_carton,121,138,563,612
IMG_3993.JPG,816,612,milk cover,1,210,102,416
IMG_3993.JPG,816,612,can,101,274,175,364
IMG_3129.JPG,816,612,ms coffee cup,362,174,588,398
IMG_3129.JPG,816,612,ms coffee cup,401,364,625,551
IMG_3129.JPG,816,612,compost_cup,202,371,466,555
IMG_3129.JPG,816,612,plate,255,153,609,420
IMG_3129.JPG,816,612,utensils,169,45,288,254
IMG_3129.JPG,816,612,napkins,213,329,313,466
IMG_3129.JPG,816,612,milk cover,246,269,515,486
IMG_3129.JPG,816,612,round dairy tubs,179,144,344,326
IMG_3129.JPG,816,612,ms coffee cup top,518,376,603,533
IMG_3756.JPG,816,612,utensils,85,213,280,612
IMG_3756.JPG,816,612,ms togo container,407,315,811,605
IMG_3756.JPG,816,612,napkins,24,145,605,612
IMG_3453.JPG,816,612,can,245,37,532,258
IMG_3453.JPG,816,612,can,146,230,336,475
IMG_3453.JPG,816,612,can,644,1,812,262
IMG_3453.JPG,816,612,can,500,20,645,268
IMG_3453.JPG,816,612,can,382,1,544,131
IMG_3453.JPG,816,612,can,234,1,443,57
IMG_3453.JPG,816,612,compost_cup,1,1,253,337
IMG_3453.JPG,816,612,straws,81,128,135,375
IMG_3453.JPG,816,612,plastic container,293,225,712,572
IMG_4011.JPG,816,612,milk_carton,6,181,397,408
IMG_4011.JPG,816,612,milk_carton,343,195,568,399
IMG_4011.JPG,816,612,can,452,8,703,287
IMG_3333.JPG,816,612,compost_cup,101,123,395,422
IMG_3333.JPG,816,612,wrappers,216,259,477,612
IMG_3333.JPG,816,612,can,461,124,742,333
IMG_3333.JPG,816,612,napkins,154,278,563,612
IMG_3333.JPG,816,612,utensils,1,193,141,404
IMG_3333.JPG,816,612,utensils,164,425,247,612
IMG_3333.JPG,816,612,napkins,674,121,812,309
IMG_4037.JPG,816,612,ms coffee cup,223,249,363,371
IMG_4037.JPG,816,612,ms coffee cup,398,175,590,354
IMG_4037.JPG,816,612,ms coffee cup,422,44,563,188
IMG_4037.JPG,816,612,ms coffee cup,363,431,618,611
IMG_4037.JPG,816,612,ms coffee cup top,366,434,532,612
IMG_4037.JPG,816,612,compost_cup,282,400,397,553
IMG_4037.JPG,816,612,compost_cup,403,175,527,310
IMG_4064.JPG,816,612,ms salad bowl,106,261,669,610
IMG_4057.JPG,816,612,ms salad bowl,195,193,630,608
IMG_4057.JPG,816,612,ms coffee cup,1,474,210,612
IMG_4057.JPG,816,612,ms coffee cup,1,192,96,321
IMG_3976.JPG,816,612,milk cover,132,1,782,550
IMG_3976.JPG,816,612,can,376,386,465,518
IMG_3450.JPG,816,612,napkins,3,362,327,594
IMG_3450.JPG,816,612,napkins,431,342,732,605
IMG_3450.JPG,816,612,napkins,520,100,651,371
IMG_3450.JPG,816,612,napkins,517,34,812,373
IMG_3450.JPG,816,612,napkins,308,10,453,109
IMG_3450.JPG,816,612,compost_cup,345,62,593,354
IMG_3450.JPG,816,612,utensils,280,1,438,306
IMG_3450.JPG,816,612,utensils,347,307,440,352
IMG_3450.JPG,816,612,utensils,235,353,448,442
IMG_3450.JPG,816,612,utensils,413,259,694,364
IMG_3450.JPG,816,612,compost_cup,281,383,453,547
IMG_3450.JPG,816,612,napkins,6,32,384,451
IMG_3450.JPG,816,612,bowl,501,1,802,286
IMG_4213.JPG,816,612,ms coffee cup top,295,328,567,608
IMG_4213.JPG,816,612,ms coffee cup,1,52,355,370
IMG_3334.JPG,816,612,milk cover,80,1,425,242
IMG_3334.JPG,816,612,can,525,403,796,612
IMG_3334.JPG,816,612,napkins,399,4,656,399
IMG_3334.JPG,816,612,compost_cup,688,157,813,337
IMG_3334.JPG,816,612,wrappers,623,42,769,356
IMG_3334.JPG,816,612,wrappers,414,495,571,611
IMG_3147.JPG,816,612,ms coffee cup,94,55,388,299
IMG_3147.JPG,816,612,can,49,178,251,314
IMG_3147.JPG,816,612,napkins,183,253,443,461
IMG_3147.JPG,816,612,plate,253,5,581,414
IMG_3147.JPG,816,612,plate,422,172,618,436
IMG_3147.JPG,816,612,wrappers,538,177,599,262
IMG_3147.JPG,816,612,ms coffee cup top,136,54,315,224
IMG_3451.JPG,816,612,utensils,108,258,409,447
IMG_3451.JPG,816,612,napkins,157,17,816,501
IMG_3451.JPG,816,612,napkins,401,396,703,612
IMG_4169.JPG,816,612,ms salad bowl,1,29,557,612
IMG_4031.JPG,816,612,compost_cup,320,297,509,466
IMG_4031.JPG,816,612,straws,375,358,651,422
IMG_4031.JPG,816,612,milk_carton,506,470,623,612
IMG_4031.JPG,816,612,utensils,703,303,775,528
IMG_3822.JPG,816,612,ms coffee cup,127,313,662,612
IMG_3822.JPG,816,612,ms coffee cup,1,224,287,552
IMG_3822.JPG,816,612,ms coffee cup,325,1,741,274
IMG_3822.JPG,816,612,ms coffee cup top,328,1,656,273
IMG_3822.JPG,816,612,napkins,448,60,797,393
IMG_3822.JPG,816,612,plate,85,147,256,278
IMG_3822.JPG,816,612,plate,209,1,454,341
IMG_3822.JPG,816,612,napkins,261,2,451,129
IMG_3575.JPG,816,612,milk_carton,46,29,419,382
IMG_3575.JPG,816,612,milk_carton,280,395,674,612
IMG_3575.JPG,816,612,compost_cup,433,59,812,492
IMG_3575.JPG,816,612,compost_cup,280,149,618,414
IMG_3463.JPG,816,612,can,281,70,451,343
IMG_3463.JPG,816,612,can,439,165,672,407
IMG_3463.JPG,816,612,can,573,94,816,258
IMG_3463.JPG,816,612,can,710,1,815,174
IMG_3463.JPG,816,612,can,642,1,753,79
IMG_3463.JPG,816,612,can,329,1,419,58
IMG_3463.JPG,816,612,can,110,2,315,136
IMG_3463.JPG,816,612,milk cover,1,9,230,275
IMG_3463.JPG,816,612,can,147,349,314,598
IMG_3463.JPG,816,612,can,1,266,173,367
IMG_3463.JPG,816,612,can,109,116,291,356
IMG_3463.JPG,816,612,can,225,250,338,464
IMG_3463.JPG,816,612,can,283,258,517,441
IMG_3463.JPG,816,612,milk cover,389,1,700,133
IMG_3463.JPG,816,612,can,357,368,429,438
IMG_3165.JPG,816,612,can,2,6,816,611
IMG_3727.JPG,816,612,ms togo container,60,118,657,607
IMG_3727.JPG,816,612,napkins,485,91,659,328
IMG_3727.JPG,816,612,compost_cup,309,1,562,160
IMG_3727.JPG,816,612,napkins,82,113,320,255
IMG_3766.JPG,816,612,ms togo container,1,189,552,609
IMG_3766.JPG,816,612,utensils,252,119,312,225
IMG_3744.JPG,816,612,compost_cup,191,152,440,423
IMG_3744.JPG,816,612,bowl,1,1,254,384
IMG_3744.JPG,816,612,compost_cup,9,261,226,485
IMG_3744.JPG,816,612,utensils,1,437,318,557
IMG_3744.JPG,816,612,napkins,68,398,375,561
IMG_4079.JPG,816,612,paper bowls,36,1,260,176
IMG_4079.JPG,816,612,chop sticks,2,138,107,153
IMG_4079.JPG,816,612,chop sticks,9,199,148,227
IMG_4079.JPG,816,612,napkins,141,130,305,295
IMG_4079.JPG,816,612,milk cover,48,353,205,537
IMG_4079.JPG,816,612,compost_cup,121,391,277,608
IMG_4079.JPG,816,612,can,1,410,124,557
IMG_3945.JPG,816,612,can,185,280,813,609
IMG_3603.JPG,816,612,ms salad bowl,334,95,813,609
IMG_3603.JPG,816,612,ms coffee cup top,240,115,315,303
IMG_3613.JPG,816,612,napkins,212,164,479,437
IMG_3613.JPG,816,612,can,294,355,409,469
IMG_3576.JPG,816,612,compost_cup,138,246,544,554
IMG_4204.JPG,816,612,ms coffee cup,113,319,380,521
IMG_4204.JPG,816,612,ms coffee cup top,114,318,288,521
IMG_4218.JPG,816,612,ms coffee cup top,326,83,670,446
IMG_4218.JPG,816,612,ms coffee cup,1,407,288,612
IMG_4218.JPG,816,612,straws,8,193,82,468
IMG_4218.JPG,816,612,straws,1,143,76,469
IMG_4071.JPG,816,612,chop sticks,318,219,379,612
IMG_4071.JPG,816,612,chop sticks,431,177,560,563
IMG_4071.JPG,816,612,plate,1,205,231,395
IMG_4071.JPG,816,612,compost_cup,1,49,93,195
IMG_4071.JPG,816,612,compost_cup,43,5,212,190
IMG_4071.JPG,816,612,compost_cup,605,2,747,117
IMG_4071.JPG,816,612,napkins,348,6,503,186
IMG_4071.JPG,816,612,paper bowls,184,15,383,212
IMG_3782.JPG,816,612,ms coffee cup,1,272,306,612
IMG_3782.JPG,816,612,napkins,451,411,632,558
IMG_3582.JPG,816,612,ms salad bowl,224,0,816,410
IMG_3582.JPG,816,612,napkins,1,30,635,612
IMG_3582.JPG,816,612,plate,542,312,816,607
IMG_4013.JPG,816,612,can,412,39,623,303
IMG_4013.JPG,816,612,milk_carton,251,239,511,422
IMG_4013.JPG,816,612,milk_carton,372,399,675,612
IMG_4155.JPG,816,612,bowl,37,260,782,609
IMG_3588.JPG,816,612,wrappers,218,242,318,463
IMG_3588.JPG,816,612,wrappers,156,181,292,495
IMG_3588.JPG,816,612,utensils,383,285,559,343
IMG_3588.JPG,816,612,ms coffee cup,369,308,612,525
IMG_3588.JPG,816,612,ms coffee stick,503,470,631,551
IMG_3588.JPG,816,612,ms coffee stick,330,316,564,354
IMG_3588.JPG,816,612,ms coffee stick,200,427,226,503
IMG_3338.JPG,816,612,wrappers,2,256,310,612
IMG_3338.JPG,816,612,chop sticks,233,439,508,564
IMG_3338.JPG,816,612,napkins,224,1,614,349
IMG_3170.JPG,816,612,napkins,219,0,809,498
IMG_3170.JPG,816,612,napkins,0,0,204,256
IMG_3765.JPG,816,612,ms togo container,326,1,784,317
IMG_3765.JPG,816,612,paper bowls,377,266,554,396
IMG_3765.JPG,816,612,napkins,187,250,402,388
IMG_3998.JPG,816,612,milk_carton,268,390,490,529
IMG_3998.JPG,816,612,milk cover,95,1,239,246
IMG_3998.JPG,816,612,can,222,76,387,237
IMG_3998.JPG,816,612,can,341,226,454,398
IMG_3377.JPG,816,612,can,6,154,267,507
IMG_3377.JPG,816,612,can,156,26,347,348
IMG_3377.JPG,816,612,compost_cup,333,5,603,330
IMG_3377.JPG,816,612,can,345,49,485,228
IMG_3377.JPG,816,612,ms coffee cup,249,213,437,407
IMG_3584.JPG,816,612,straws,509,318,814,609
IMG_3584.JPG,816,612,straws,413,0,461,348
IMG_3150.JPG,816,612,compost_cup,299,315,511,531
IMG_3150.JPG,816,612,compost_cup,477,260,669,449
IMG_3150.JPG,816,612,napkins,492,294,653,423
IMG_3150.JPG,816,612,ms togo container,216,117,542,485
IMG_3150.JPG,816,612,compost_cup,211,131,366,242
IMG_3150.JPG,816,612,napkins,231,119,369,237
IMG_3721.JPG,816,612,milk cover,140,164,306,288
IMG_3721.JPG,816,612,compost_cup,489,210,816,497
IMG_3721.JPG,816,612,straws,444,93,734,487
IMG_3721.JPG,816,612,utensils,259,247,335,387
IMG_3207.JPG,816,612,napkins,261,120,560,321
IMG_3207.JPG,816,612,napkins,266,290,484,390
IMG_3207.JPG,816,612,napkins,244,346,596,530
IMG_3207.JPG,816,612,utensils,14,256,620,548
IMG_3207.JPG,816,612,plate,175,130,670,609
IMG_3758.JPG,816,612,compost_cup,1,234,285,470
IMG_3758.JPG,816,612,compost_cup,110,297,394,611
IMG_3758.JPG,816,612,straws,1,328,269,377
IMG_3758.JPG,816,612,straws,175,440,254,612
IMG_3758.JPG,816,612,can,324,378,531,612
IMG_3758.JPG,816,612,can,411,345,630,447
IMG_3758.JPG,816,612,ms salad bowl,536,43,813,437
IMG_3758.JPG,816,612,ms salad bowl,499,485,770,611
IMG_3758.JPG,816,612,ms salad bowl,324,45,631,340
IMG_3758.JPG,816,612,ms salad bowl,200,179,357,316
IMG_3679.JPG,816,612,can,57,1,369,343
IMG_3679.JPG,816,612,milk cover,115,390,394,594
IMG_3679.JPG,816,612,ms togo container,249,1,816,612
IMG_3188.JPG,816,612,ms coffee cup top,195,90,525,424
IMG_3964.JPG,816,612,can,113,288,263,496
IMG_3426.JPG,816,612,can,64,54,486,293
IMG_3426.JPG,816,612,milk cover,218,189,680,444
IMG_3426.JPG,816,612,milk cover,1,347,470,514
IMG_3426.JPG,816,612,milk cover,231,390,665,612
IMG_3426.JPG,816,612,milk cover,646,468,816,599
IMG_3426.JPG,816,612,milk cover,558,324,779,493
IMG_3156.JPG,816,612,bowl,199,145,498,570
IMG_3156.JPG,816,612,can,516,112,723,451
IMG_3156.JPG,816,612,ms coffee cup,487,287,667,537
IMG_3156.JPG,816,612,ms coffee cup,113,314,420,533
IMG_4109.JPG,816,612,utensils,287,349,471,531
IMG_4109.JPG,816,612,napkins,32,31,631,611
IMG_4109.JPG,816,612,straws,227,1,483,226
IMG_3523.JPG,816,612,ms togo container,173,2,317,179
IMG_3523.JPG,816,612,plate,374,1,569,177
IMG_3523.JPG,816,612,compost_cup,273,1,380,146
IMG_3523.JPG,816,612,ms coffee cup top,561,66,665,191
IMG_3939.JPG,816,612,can,244,304,703,612
IMG_4192.JPG,816,612,napkins,157,93,420,298
IMG_4192.JPG,816,612,paper bowls,450,209,769,512
IMG_4192.JPG,816,612,compost_cup,626,405,816,612
IMG_3695.JPG,816,612,compost_cup,114,207,388,487
IMG_3695.JPG,816,612,can,338,263,537,540
IMG_3695.JPG,816,612,plate,254,1,791,288
IMG_3695.JPG,816,612,utensils,180,163,262,334
IMG_3729.JPG,816,612,can,334,206,600,328
IMG_3729.JPG,816,612,plate,65,330,375,577
IMG_3729.JPG,816,612,plate,319,490,496,585
IMG_3729.JPG,816,612,ms coffee cup,469,331,588,420
IMG_3729.JPG,816,612,ms coffee cup,540,329,662,447
IMG_3173.JPG,816,612,ms coffee cup,356,221,452,410
IMG_3173.JPG,816,612,napkins,208,399,346,577
IMG_3173.JPG,816,612,napkins,90,50,483,476
IMG_3173.JPG,816,612,napkins,0,328,194,608
IMG_3173.JPG,816,612,napkins,0,29,133,371
IMG_3159.JPG,816,612,can,22,22,176,453
IMG_3159.JPG,816,612,can,126,24,406,558
IMG_3159.JPG,816,612,ms coffee cup,374,30,662,519
IMG_3159.JPG,816,612,can,614,27,816,604
IMG_3159.JPG,816,612,ms coffee cup top,377,41,657,171
IMG_4178.JPG,816,612,ms coffee cup,275,103,577,549
IMG_4178.JPG,816,612,ms coffee cup top,275,381,552,549
IMG_4178.JPG,816,612,napkins,623,1,816,284
IMG_4178.JPG,816,612,can,274,1,433,65
IMG_4178.JPG,816,612,napkins,32,221,221,480
IMG_4178.JPG,816,612,ms coffee cup,195,414,347,575
IMG_4178.JPG,816,612,straws,352,1,521,152
IMG_4178.JPG,816,612,straws,417,1,584,124
IMG_3986.JPG,816,612,milk cover,220,64,423,271
IMG_3986.JPG,816,612,can,311,260,437,372
IMG_3986.JPG,816,612,can,343,133,531,253
IMG_3448.JPG,816,612,ms coffee cup,1,1,285,494
IMG_3448.JPG,816,612,compost_cup,251,29,444,341
IMG_3448.JPG,816,612,compost_cup,613,73,816,425
IMG_3448.JPG,816,612,milk_carton,598,413,815,612
IMG_3448.JPG,816,612,bowl,240,182,758,459
IMG_3448.JPG,816,612,bowl,46,407,633,612
IMG_3448.JPG,816,612,ms coffee cup top,1,307,273,480
IMG_4120.JPG,816,612,bowl,46,227,218,458
IMG_4120.JPG,816,612,utensils,134,20,589,531
IMG_4120.JPG,816,612,ms salad bowl,466,368,784,611
IMG_4120.JPG,816,612,paper bowls,1,255,82,393
IMG_4120.JPG,816,612,can,1,153,36,247
IMG_4120.JPG,816,612,milk cover,1,61,49,141
IMG_4120.JPG,816,612,milk_carton,1,441,109,530
IMG_4120.JPG,816,612,paper bowls,65,466,201,612
